Gender,Training Entity,Training Site,Borough,District,School,Class Number,Adaptive Class,Session,Session Date Range,School Year,First Day of Class,Number of Sessions Attended
Male,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,8
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,7
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,9
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,9
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,9
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,9
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #2,April - June,2016-2017,3/23/2017,7
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,2
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Male,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,9
Male,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,9
Female,NYC Parks,Roy Wilkins,Queens,29,P.S. 270,201,FALSE,Session #3,April - June,2016-2017,3/23/2017,10
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,6
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,6
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,5
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,3
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,6
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,5
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,0
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,202,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,8
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,5
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,5
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,5
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,2
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,6
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,7
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,6
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,8
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,7
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,7
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,5
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,5
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,6
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,6
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,2
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,203,FALSE,Session #2,January - March,2020-2021,1/8/2020,1
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,4
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,4
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,5
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,2
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,4
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,5
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,0
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,2
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,5
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,2
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,0
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,4
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,4
Male,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Female,NYC Parks,St. Mary's,Bronx,7,P.S. 277,201,FALSE,Session #2,January - March,2020-2021,1/6/2020,5
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,3
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,3
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,2
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,3
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,2
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,3
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,2
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,3
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,3
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Male,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,1
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,0
Female,NYC Parks,Hansborough,Manhattan,6,P.S. 278,200,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,7
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,7
Female,NYC Parks,FMCP,Queens,27,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,27,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,203,FALSE,Session #3,April - June,2018-2019,3/26/2019,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,2
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,4
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,5
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,5
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,5
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Male,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,205,FALSE,Session #2,January - March,2018-2019,1/14/2019,5
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,1
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,4
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,4
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,2
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,4
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,4
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,3
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Male,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,4
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,5
Female,NYC Parks,FMCP,Queens,24,P.S. 28,201,FALSE,Session #2,January - March,2017-2018,1/4/2018,3
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,4
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,5
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,6
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/15/2017,6
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,10
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2016-2017,10/16/2017,9
Female,NYC Parks,FMCP,Queens,24,P.S. 28,204,FALSE,Session #1,October - December,2017-2018,10/16/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,7
Female,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,0
Male,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,0
Male,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,8
Male,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,7
Male,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,8
Female,NYC Parks,FMCP,Queens,24,P.S. 28,206,FALSE,Session #3,April - June,2016-2017,3/29/2017,9
Male,NYC Parks,FMCP,Queens,24,P.S. 28,28,FALSE,Session #3,April - June,2016-2017,3/28/2017,8
