Gender,Training Entity,Training Site,Borough,District,School,Class Number,Adaptive Class,Session,Session Date Range,School Year,First Day of Class,Number of Sessions Attended
Male,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,9
Female,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,6
Male,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,January - March,2017-2018,3/26/2018,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2016-2017,3/26/2018,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,January - March,2017-2018,3/26/2018,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,201,FALSE,Session #3,April - June,2017-2018,3/26/2018,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,9
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,6
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,9
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,9
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,9
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,9
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,6
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,5
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,3
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,4
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,4
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,4
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,9
Male,NYC Parks,FMCP,Queens,28,P.S. 101,203,FALSE,Session #2,January - March,2017-2018,1/8/2018,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,5
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,4
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,5
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,6
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,6
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,6
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,6
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,6
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,6
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,204,FALSE,Session #1,October - December,2017-2018,10/12/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,6
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,6
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,5
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Male,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,8
Female,NYC Parks,FMCP,Queens,28,P.S. 101,202,FALSE,Session #1,October - December,2017-2018,10/10/2017,7
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,7
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,5
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,7
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,7
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,7
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,7
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,7
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,5
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,6
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,3
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,5
Female,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,4
Male,NYC Parks,Gertrude Ederle,Manhattan,11,P.S. 103,203,FALSE,Session #2,January - March,2020-2021,1/6/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,6
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,6
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,202,FALSE,Session #2,January - March,2020-2021,1/2/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,0
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,0
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,0
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,1
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,6
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,5
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,9
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,9
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,419,TRUE,Session #2,January - March,2020-2021,1/8/2020,5
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,3
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,5
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,1
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,4
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,5
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,201,FALSE,Session #2,January - March,2020-2021,1/3/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,5
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,5
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,8
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,8
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,6
Female,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,6
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,Roy Wilkins,Queens,27,P.S. 104,203,FALSE,Session #2,January - March,2020-2021,1/7/2020,7
Male,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,12
Female,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,12
Male,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,9
Male,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,4
Male,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,8
Male,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,10
Female,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,9
Female,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,10
Male,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,9
Male,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,12
Female,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,8
Male,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,4
Female,NYC Parks,FMCP,Queens,27,P.S. 104,201,FALSE,Session #3,April - June,2018-2019,3/27/2019,9
